mtime,AG,AJ,AY,BQ,CF,DU,DZ,ER,ET,FQ,FS,FU,FZ,GN,GU,HJ,HT,IJ,IZ,JK,JO,JU,JY,LM,LO,LX,MP,N,NV,NW,PQ,PS,Q,TW,VX
2021-11-01T15:10,5507983,7879372,7191360,6111760,7160387,7752898,7733483,7297098,7312070,9143992,7339969,6609763,8175065,5953705,7626088,9172040,7897717,6605592,7393254,6908856,7012690,7304811,8446388,6104584,8347635,6444172,6716948,6897914,6842416,7583654,7075191,7002451,6900677,6607760,9489125
2021-11-01T15:15,6582267,8592875,6916518,8277587,6902270,7712700,10105245,8793976,7387094,9363701,8056166,8357774,7048600,7496191,7263151,6495231,6224950,7844147,5933210,7635565,6431551,7263900,8111131,5118258,8791435,8169458,8321800,7676942,10009709,6301673,7824089,7207943,7564454,6919249,8069757
2021-11-01T15:20,5957813,8584767,7188312,8318734,7469098,5888400,6789666,7342980,5599406,7797520,7958640,7482918,7243866,7191830,7222791,5995116,6662369,9305367,8735912,7800289,7507621,7975415,6498888,6651875,8246253,6931426,6232976,5635401,5865051,9189158,8303440,7417336,8652373,6799794,7037717
2021-11-01T15:25,8245283,7292804,8995761,9065837,7434680,7166579,6150608,7112293,7006452,8161209,6985323,7143704,6335389,9592561,7398218,7035145,8753173,7826928,7436078,7071979,7068544,7530662,8053201,6179811,6727122,7224944,8975496,7987648,6187705,7683321,7335452,5557908,8990951,6951325,5705010
2021-11-01T15:30,7562968,8076835,6988823,6745626,6579555,8035103,7991291,10810312,6952538,7408331,8176737,8573440,8152352,7667493,6653787,4974684,7257028,7685712,6870426,7427871,7079759,7418169,9897363,7064945,7053519,7048939,7452523,9790321,7542619,7026586,8521894,7596517,7524667,8768592,7749588
2021-11-01T15:35,7079790,7754433,5222294,8008979,6212144,8145408,6629180,7709539,7158195,5418420,6753680,6721482,9653970,7151842,7604535,8435375,7864334,9230981,6097785,8703130,6638788,7920578,6911374,6780505,6851012,8010559,5416259,7797319,5816270,7796283,7294283,5993143,8448265,7026408,7462987
2021-11-01T15:40,6576826,6441522,6434052,6764914,7868088,7819749,8895003,7231913,7195003,8077366,6317879,8351663,6965257,7731859,7405795,7989061,9314938,6587099,7486940,9034559,6770605,6079531,7606280,8242943,8460715,7469333,5393960,7199727,9793541,7290414,8428326,8461164,7774073,7600989,6041935
2021-11-01T15:45,7951026,6456640,7008798,7526416,7022174,6257609,7320010,7082670,6753789,8504085,5723865,8526043,8858875,6463084,5954713,7022286,7721667,7680411,9462548,9521190,6377027,7692836,7523689,8298387,7404230,5427095,8022871,9032799,7442759,7859168,8018308,8251211,7447829,8172720,6389634
2021-11-01T15:50,8115851,8188478,6764540,7468920,7249498,7500373,5866950,7130535,6466399,7818026,7417114,6391922,6003722,7983821,7125952,9613696,6584516,5644097,8729021,7356980,8098378,8696703,7253710,8153929,8246136,8326922,6343858,7981430,6429360,5857618,7652182,7814377,7897395,8121390,8381227
2021-11-01T15:55,7425879,6541456,8595806,8642976,5470896,8283813,5335230,6425010,7208882,6738682,5888973,6886118,6472974,7711277,7157139,6633261,6909190,8010972,6906980,10041062,7511468,9676419,6329906,6492662,7244651,8298470,6797087,6540200,7935134,7338998,7738422,7510983,6799827,6047047,6514268
2021-11-01T16:00,7908595,8782886,7215045,7728997,6017368,7380457,7905511,8134129,7779677,8040552,8352726,6726297,8202054,7964896,6759582,5868348,7433618,6512544,8171687,6332279,7043863,7245409,7303789,8136483,5650684,9241390,6477375,5527455,5938753,7872977,6716447,8983076,8253898,5335794,7301361
2021-11-01T16:05,5533616,6734175,7391192,7637076,6710662,9192524,7587200,8590669,6767100,7228080,7294509,8590826,6558751,7869424,5939718,7835294,6330030,7858370,7745336,7599572,9320095,8577966,5984950,9986567,5196067,6320607,7870142,8643369,6762561,7606695,7845091,5546697,5965864,6612706,7295381
2021-11-01T16:10,8499536,6878447,8014316,6852390,6691922,6508808,8492537,8570151,8018655,7171707,6923055,6809315,7123342,5615769,8594015,7279019,6954492,6798504,8596666,8433458,5206171,7790915,6335419,6753551,6726398,8218959,9227055,5637416,5998432,8219282,7580231,7382314,7512288,6590384,5921567
2021-11-01T16:15,7567792,6545182,8313387,7641460,8058216,5834568,6812040,6455281,8127891,7120542,7919773,7632753,6952163,8010737,8761756,9076527,8204423,7922654,6776600,8448992,5906783,8197166,6746262,8860735,7402617,8131955,6865895,7810653,6253919,8399940,5539083,7335431,8244134,8885144,8323653
2021-11-01T16:20,7727375,5687849,7308654,8189411,5942134,7093661,7488021,6653201,7582754,6573697,7447466,6839799,7845148,6194978,8598227,8361946,6000669,7807956,7449978,9079722,8113988,6272360,6345559,8176034,7137326,5951877,6015015,9529316,6207115,7449105,6391661,6634093,6274042,7087121,8038995
2021-11-01T16:25,9602204,6247283,8568550,6779506,6517694,7593984,8186089,6662560,7017769,9187352,9063181,6995972,8107067,7246332,7747622,6977236,7222389,7674824,7927613,7129413,7409083,8821487,6107932,6624692,7073156,7925482,8065400,8141217,7985505,7467298,7019195,7504836,5886660,7613101,8207486
2021-11-01T16:30,6564500,6145428,7529969,4590899,8046044,8607875,6595077,7290603,8460463,7840992,7080658,7519702,6022735,6726109,7980665,5967487,6357983,6661905,6072296,5950994,6586809,8063828,6976458,6111018,6953848,8642382,8440964,7082158,5837170,7533384,6977829,5796297,5948900,7302491,6743050
2021-11-01T16:35,6622809,7734758,8334319,7537728,5612506,8230068,6631661,8541677,8009321,7320917,8280301,7531030,7189112,5666920,6699991,6700040,6728471,7825991,7522648,8056974,6581260,6469291,8061648,7744713,5756290,8060242,6620652,7078607,6808461,8030056,6763970,7430405,7641827,8702676,7012692
2021-11-01T16:40,5114124,6458046,6153529,8978471,7619326,5177775,5628336,8102165,8018626,6928396,7148833,7497898,8963584,6838300,7592389,8530218,6831979,8192203,7592763,7500617,7726890,7669874,8198989,5961754,7285017,5974077,7718343,7678953,8210096,6437061,5276550,6979367,5505690,6014954,8047988
2021-11-01T16:45,6364802,6736232,8564303,6449151,7021717,7116971,8894190,7849877,5125175,5435341,7474504,7692603,6669661,7161686,6333311,7432023,7104806,8881184,7209729,7093491,9094071,7273954,6715406,7594958,6204695,7329439,7358839,7891021,7347130,6341823,7849869,7568722,6465473,7485038,7930022
2021-11-01T16:50,7902474,7079464,7835304,7258651,4904177,7258107,6007991,7492055,7623787,6531849,7607299,6183270,8640410,7521053,6549084,6258966,7202736,7901353,8575756,6454653,6834104,4844799,7709862,7595925,8434800,6268681,7287618,8566442,9759426,7545717,7286779,7959326,9904054,8057048,7412858
2021-11-01T16:55,8144266,7073549,8020975,7149645,8738360,7704058,7109300,8362654,5935224,7664773,7618840,8353658,6991598,6711160,8446074,6385712,6253431,7134399,7030468,8097749,6244538,6245950,6431843,6428997,7227281,7263080,6996547,8327486,7943201,8103042,6761942,5856387,6868560,8161483,8578369
2021-11-01T17:00,7100972,7562031,7056078,7559906,7973090,7646789,7847886,7173381,8293990,6279491,8751721,8605676,7666046,7125328,7971247,6945256,8155442,7399757,8340226,6665930,5464613,7678727,6976285,7963086,6725922,9147070,8315081,7445633,8177670,5806559,4763716,8148246,6877470,7796308,7919372
2021-11-01T17:05,7725465,7819735,8027632,8728590,6803266,7905123,6638812,8867041,7475968,6307896,7517961,7131507,6776072,6939499,6008188,8997757,8436693,8232664,5574389,6972046,8288769,6821794,7016475,8672203,7501318,8097655,6675662,7203546,8066208,5961448,7938825,8062780,7450428,6949413,6920092
2021-11-01T17:10,7154436,7375563,9449561,6080226,7231708,6986216,6430105,8416884,10029711,7184069,7111393,5865964,7523080,8782213,7640410,6777675,7325494,6095412,5967353,7004185,7771103,7283396,5960669,5896555,6880272,6493734,6664590,5789789,7796608,8629960,6304818,6081575,7708108,7718521,4872469
2021-11-01T17:15,6789168,4684955,6626182,6455741,7053126,7576918,6456176,7085849,6806871,7981406,5819120,7484987,5887630,7189635,10111934,6658347,5323956,8179665,6977264,6795848,7066108,8289864,7881534,8356733,7553927,9213158,7992003,6431546,6522943,9398224,8816928,8031882,6913803,7046468,7361647
2021-11-01T17:20,5790968,6872869,8618331,6283263,6914082,7570155,6622732,6880972,9336989,7878068,7953245,8167714,7307912,6462847,7895430,7233452,6649503,6910428,6529818,7693477,5085133,7364624,7333733,7489696,8629158,6784084,7457445,9982816,7694660,8425035,7119436,7444737,7264146,6270780,6081046
2021-11-01T17:25,8042101,8414059,7863996,7448796,8405268,7343680,6236381,7390206,6278322,7222953,9699396,6517689,8336614,7353409,6996346,8460906,7809006,7610265,7412985,7464100,6054031,8501690,7352090,7997210,8928864,8641828,10225854,6956032,8922040,6961503,5921064,8513626,6432398,8474740,8212693
2021-11-01T17:30,7411198,8469911,7439107,7826944,6177632,5772270,7846072,8561016,7854622,8606014,7169684,7165492,7720993,8681232,8387152,6775264,6877357,4547017,7723353,5767761,7362653,8246345,4414317,7792732,7162534,7005090,7365465,8402662,9053113,7083828,8445520,6651407,5527254,6149159,6790014
2021-11-01T17:35,7978795,7876108,6985214,7810384,7566731,6340978,8040340,6827266,8592217,5778743,6650360,8449933,7867889,6422708,8103977,8554299,8313544,7895485,6296186,7997634,7968144,8223433,6779583,6952766,7035730,7575300,6840189,6898044,6712175,8190256,7728827,6434097,7889856,5958992,5717921
2021-11-01T17:40,7738410,6574269,8163238,7974426,7878749,9074569,6175746,7325514,7023030,7499876,6888480,8758961,7270694,7665323,6185433,6683044,4982858,6748397,6831884,5812469,8712122,8729761,6175991,6330178,8940293,7596213,8528608,7796613,6791398,7496812,7574002,6649538,5972452,6976856,5871401
2021-11-01T17:45,6716666,6659187,7717206,7776079,6993568,6501194,8943049,8752894,8175274,7453386,7488869,7070141,5400789,5153007,7928735,7403678,7519654,6543204,8225727,7260083,8141412,7798319,7721842,9328834,7213349,8045016,6828030,5504518,6542062,6292651,7119531,6960777,6477215,7101596,9929504
2021-11-01T17:50,6690125,8002721,7375095,8531363,7019398,5964989,7730885,6588899,9579604,7329502,5686852,5672145,6465977,7173484,5432920,7200451,6698969,6612228,7870046,7099797,7355411,6868258,6699987,7699223,8737325,7171719,8507087,8083593,7379400,7609881,5883828,5649109,7373468,8722312,8267832
2021-11-01T17:55,8828792,6793540,6875089,7742225,9821032,7628815,7483952,6637800,5926283,7660931,9074104,6833899,7824349,7827371,5643631,8609931,7877444,6503657,7437751,7079939,6070436,8689716,6611815,7619454,6153173,7960650,5443100,8758842,7580011,6684453,8158330,8021584,8106067,7560361,7066831
2021-11-01T18:00,7864305,7920596,6676585,7779802,6513061,6795986,6062606,6525692,10012704,6785263,7060563,7251481,8108913,9185918,7492625,7707704,7449317,6647177,7214181,8520434,7025893,7093375,7056127,6504858,6379742,7034474,9143976,6422584,8340631,7482051,6809458,7156135,7437371,7169696,7551798
2021-11-01T18:05,7187088,7881904,6072570,8283924,5754147,7187304,8818558,7080167,6680616,5946580,7017174,6482194,5985079,8526935,6343026,9164811,6348178,9102911,7284586,6160052,8063296,6668729,7102217,7564417,8521214,7421067,7477251,6830445,8167329,7863689,5543903,8712157,7838827,8749492,6989919
2021-11-01T18:10,8103828,9182788,6285377,7390630,5013182,8222689,8060625,7857951,6793135,9382192,10439458,7867030,6781004,7054377,7482388,6546468,5905346,9542902,6067250,8392338,8973527,6393412,7826943,5406540,6654454,10487304,9204031,7770089,5642265,6922545,6843122,8013513,8614066,7096836,5160382
2021-11-01T18:15,7095178,6599454,7250501,7223997,6691421,6880395,7905673,4440688,6855752,7343517,9647961,7778682,6544223,7013364,8911465,6439380,7822725,8196229,5158923,6503726,7251125,8176480,9928028,8591637,7719428,9603048,7506074,7103829,8676742,6603750,7013549,7153710,7628239,8540221,7533520
2021-11-01T18:20,9014211,8498167,6911055,6804415,6670336,7205403,7061768,7975019,7247965,8143724,6452687,6756719,8120403,8115785,7712578,5214941,8477989,9062708,7800198,6990694,7369612,6918314,6884783,6462701,6755290,8529489,7170050,7695486,4289677,5694648,8680086,8159365,7334924,8749160,7916413
2021-11-01T18:25,8368689,7162219,6160921,7529895,5499216,7195773,6958787,5562804,7985056,7569317,7931961,8122758,7553862,5769454,7496960,7991072,4583760,7783317,8825664,7286700,8114727,8363355,7685533,6183144,6339929,8113253,6532934,7420848,6389234,9427566,8016008,6553718,6437396,9558473,7141887
2021-11-01T18:30,6678791,7303877,6675974,6746897,8660139,9529039,7193683,8521276,8609791,7185395,6869686,6273606,9048469,6794059,7448383,8257192,6774405,8320985,6570927,7531345,8695204,6581466,7140131,6238422,6555267,6892547,7676244,6216613,6326148,6305936,7025764,7260682,6431270,7779634,8204261
2021-11-01T18:35,6824499,8375879,7675199,8497245,7407536,8592962,6856396,7732692,7943166,6366671,7139085,7300322,5515412,6911750,9081817,7477955,6387054,7644156,7509342,7649688,5633115,6634760,7768804,6459313,7413586,7781462,6606501,8059751,6962149,8720841,6665905,8489373,6885865,7308253,7966830
2021-11-01T18:40,8465974,6965840,7106735,6475450,7958353,7164953,5836268,8417088,6925808,7721988,5703086,9164905,5737840,6442686,8073585,9320968,5631650,5524179,8099211,6285779,7688761,7604401,5402428,6694472,8400632,7467150,7173841,8212406,6940683,9441467,10514203,7177165,8262619,8068785,7280599
2021-11-01T18:45,6194791,6032581,7488238,8506228,7672581,7953993,6129089,7556156,9870051,6699988,6000863,8754341,8405765,8450041,7689891,7198096,7308597,7017723,7983174,7314902,8449952,6676410,5382020,7552163,6653859,7037122,8143194,9677856,7937990,5256387,7205486,5724756,7039322,6925881,6631222
2021-11-01T18:50,6396684,7624834,7763836,6443021,8735837,7087953,5993841,8010675,10529357,7070473,7952763,8180997,7883269,7814648,8149872,6931012,8145270,7236188,7754782,8573765,8698520,5733325,6493077,7762167,7450308,6727881,7650001,6301666,6194156,6679484,8414049,8091023,9304108,7362649,7062677
2021-11-01T18:55,7175795,6961045,7284404,6233899,4879319,6848816,8205939,6687378,7574565,7955395,6483144,8811948,5975580,6931768,6681915,8270102,7961327,7895930,6869104,8027421,7180695,6495073,6784726,9926073,6571809,7281249,7341894,7058992,8373111,6283414,9076801,6928563,6398789,7565738,7391460
2021-11-01T19:00,6928672,7367518,6635633,7135732,7985602,7283738,6949925,7287885,6155882,8057932,7626141,5627793,8452016,8304168,6746321,7076551,7310639,8168865,6009668,6544885,7967244,8070882,7126125,7924722,5922876,7197125,7529928,9643979,6734181,7962442,5746131,7630606,7654958,6554360,10572362
2021-11-01T19:05,6960526,8440419,8337315,6326966,6855814,6638253,9057149,8351770,7301879,4750396,5925493,7705978,8835496,5545847,6673354,8783757,7548811,7366642,6891749,8748255,5981008,9413921,6054550,8621570,7057320,6852431,9326347,8046522,8082457,6182756,7418554,5651240,7458959,4796212,7543212
2021-11-01T19:10,8906910,7036037,8816166,6557267,7673469,9045722,6940100,7993171,5160016,8169977,7408770,7572268,7117917,7013710,6150680,6608399,6770826,7114720,7576832,7142828,8458653,8018525,8150830,5274928,7746502,9448117,8113131,7308466,7938004,8009838,7070740,9746522,7868347,6806844,7325128
2021-11-01T19:15,7776663,6768058,8479038,6605570,6257459,6420270,5806362,6107125,5657579,8123224,7355126,6367390,4548803,7500849,7929583,7256464,6133158,6244088,7566572,8368418,8060733,6968490,7831491,7688545,6784990,6693163,8961612,6705022,8250241,8528688,6895854,6015005,6436058,7705294,6323515
2021-11-01T19:20,9275873,9795733,7003794,7337207,5824194,6575382,7367234,9471642,6039019,6844798,8547331,6160523,7315827,8039840,6591162,7918733,7636604,6673185,7766142,8382800,6748870,5300478,6629185,6119262,6696088,7733777,5341755,6390732,5425438,8814730,7929246,7800082,8479306,6989716,9794046
2021-11-01T19:25,7851562,7673584,7344679,9719708,7101833,7302572,8569212,6090085,6030091,8683226,6848482,6704738,5402547,7181709,7229414,7536978,5875664,9695165,7718600,6166689,8043116,7750295,6478762,6813831,7698288,6444581,7872536,8316782,9259732,5821864,7615046,9341375,7083746,8133685,8440269
2021-11-01T19:30,7850631,7261844,7577171,7298423,6872783,6821770,5613107,8486688,6409965,8215821,7338961,7069713,8336010,7095241,7364993,8697033,5587703,6539660,5545770,8996877,7601079,7950844,6726500,7017188,6739264,7478059,7566854,8358883,7252988,5776705,8318704,7747177,5796333,8658574,6568785
2021-11-01T19:35,5694322,8594545,6628989,6839407,6136019,6954264,9015879,8412266,8047775,8139635,8530700,7608939,7834841,5821733,7142579,7540404,7665055,6603711,5909505,7806464,8226241,8143626,8903037,7079464,7772541,8331106,9103754,6185355,6619193,6499126,4843311,7023251,8144921,8060498,6549935
2021-11-01T19:40,7249174,8175837,7622064,7363734,6779078,5455400,5894009,6837240,7775648,7651619,6769738,6593365,6154708,7844939,6162188,5920596,9817092,5129067,6517052,6687629,7606711,9577789,6404634,5661666,8057696,6577125,6535172,8560146,6209773,7301065,7959217,8196750,6632007,7801048,6088211
2021-11-01T19:45,9342272,9695498,7647789,5568601,7789418,7695218,7116637,6799853,8460191,7460029,6954616,7107800,7495412,8107911,7016848,6787858,6849527,6663788,8129084,6942281,6682297,9117779,7314059,6034406,6991975,8885213,7061704,6989648,8371285,8953044,7953176,6042337,7584151,7086871,5709596
2021-11-01T19:50,6446120,7745448,8451929,7751540,8606503,7300791,7708238,7928286,8026539,8588825,8718892,7426113,6187302,5738224,8371398,6523112,8192183,5902444,8147050,8316339,7220152,5435796,7978932,7196719,8235519,8764669,7409338,4954059,7537334,7392984,6465450,7513792,9622056,5525521,6814125
2021-11-01T19:55,6670249,7220448,8236084,6961366,8807788,7693452,7572841,7624777,7058938,7818824,7803853,6706987,7649844,6480081,8999782,7418929,5373836,7369905,7433479,4606952,7951507,7531907,5260452,8879744,10399778,8703478,7894090,7433698,6641064,8029147,8016646,6685372,6861364,5829426,6172876
2021-11-01T20:00,8023046,6229368,7943149,7414742,7359778,6757668,7342272,7372875,7638850,8925863,6906567,6365541,8103956,8238430,5519077,6983678,8788483,8125806,9399746,7252001,8004564,8802181,7624433,7546896,6326014,9636381,7811253,7613836,6385052,8899277,7297474,7144272,6293445,9571120,7483655
2021-11-01T20:05,9394267,7085698,8134997,7757669,5998188,7147421,7393944,6768892,8298148,6682093,8499631,6609532,6478154,6986686,7771669,7894175,8787664,6241452,5922763,8830874,7611682,6658089,6300276,5555706,6348518,7775665,8293148,6966296,9755237,7061990,7406846,6887851,8024027,8363451,7706273
2021-11-01T20:10,9454686,7601083,6442305,6818275,8562269,6420400,7026202,6611960,8882897,5243599,6810351,6348061,6724988,8552736,7206335,7855652,6203159,10123456,8801339,7962806,8017420,7167881,8780171,6742585,6783156,10731257,7827642,7484414,7772228,6918826,6185285,7936363,6559861,7691979,6246431
2021-11-01T20:15,8441460,7156019,7990706,7028498,7599670,8365826,6318630,7406800,7604418,7678174,6531179,7566456,8708505,8229276,9346282,8918066,8540937,9151679,4512170,6250408,5099460,6152903,6788735,7631662,7034783,6119997,6255898,9617025,6861981,7521630,9695798,6591032,6679725,6938923,7463610
2021-11-01T20:20,7629456,7279959,6957868,8691162,8101002,6280731,6502955,9053983,6523424,8048682,7846885,8128923,7153944,9423840,7189388,7039447,8891169,7305303,8453175,5919143,7377138,8152036,8786863,8487637,7879878,9227306,5881008,6568035,8646780,7276661,6228639,8518074,7732712,7538784,8214525
2021-11-01T20:25,6180186,4804932,8440540,6130836,7394749,6190535,8233615,7112633,9243419,10089559,8876588,8323651,7143418,7071893,6301901,8851191,8709881,6513689,6237931,8721532,7133503,7657390,8244384,6339036,8962260,7194620,5127863,6276846,6477378,7672381,7299911,5057202,7356037,7601870,7048935
2021-11-01T20:30,7325234,9800046,7734001,7056477,9279884,5554123,9065073,6153791,6714003,8380515,7202078,5001874,6126207,7187597,6765445,8716936,7113226,6449928,7732067,5689586,4854366,5934499,7671994,6656513,7851824,6610128,9199302,5800052,7724320,6970387,8233890,5841032,8734697,6316513,7660059
2021-11-01T20:35,7441991,7237633,7929937,8404035,6035321,7121677,6803717,5730885,6224129,6610012,7915595,8014651,6027580,8068266,7538421,6933921,8739441,6975015,7379336,7453301,7692222,6602906,6566148,5417214,6794152,7325972,7090664,7185385,7780915,9592681,6504037,8663006,7498739,8533098,7572509
2021-11-01T20:40,7007666,7620478,8308766,6838115,9254164,7190214,8052992,6576006,7437379,5548630,8330457,7802891,5729228,7471958,5578887,8599629,6691848,5812903,8184549,5279662,7445658,6309815,7549259,8025746,6114829,6923481,9276480,7512159,7091664,8448807,6753815,6902726,6168200,7861779,6619057
2021-11-01T20:45,7558269,6612489,5754678,8364128,8846724,7021778,8055644,5786776,7008027,7352515,9540197,7912332,8286759,5054818,7212176,7477358,6057094,7039507,8812690,9346520,8362207,7556439,7166906,4748756,9350687,6340845,5953763,6067711,8570057,7015571,8081626,6490300,7033332,7578320,7321211
2021-11-01T20:50,8052437,7484590,7046003,7492437,5882183,8008586,6988181,7244374,5376273,6390956,5846891,7851895,7165239,6933670,6714178,9035145,8530964,8783040,6833888,5837587,6018058,6589714,6915920,6971847,8079415,8865748,8146189,9335719,5729722,8678061,8209854,9678495,6753699,6813970,8739049
2021-11-01T20:55,9958955,7738441,7421799,7938653,8072444,8622375,8177103,8274337,5566761,5528740,7154004,8167498,5128150,5924246,8507872,7033038,5206303,7527154,7120995,7555027,7659140,5827686,8317494,6713782,6720719,8066573,8201100,6204295,6590402,5888667,7619938,7765629,5626337,6385334,7220423
2021-11-01T21:00,6687193,7553715,7969174,8128115,6395768,7903566,6562734,5800537,5797054,8246702,7081018,7426573,7259714,5590387,7695476,6031692,6951701,6780841,6830176,7810205,5874553,8321207,7871560,5762185,6471157,8577117,6152658,6773366,6342011,8563454,6909985,7435890,6911545,5932765,6773027
2021-11-01T21:05,7942118,9706074,6593304,6915618,7744548,6538604,7245849,6973947,9309580,6095424,6687054,6237990,6295843,5769305,7811704,8115866,7503865,7502727,6068402,4607645,6633803,7226006,7017056,8342926,10569333,7068596,7356367,6549100,6417708,6933366,7817194,6071781,9134623,7335821,7861441
2021-11-01T21:10,8583997,7257434,9061809,8057337,7739785,7489447,10358412,8321207,6253949,8080097,7065218,8790902,7719112,7024098,6530714,6737740,6509731,8733477,8866640,8930410,6641632,6229523,7287566,8499254,7025075,6822081,5574124,7129057,7376510,4908619,9880058,6677234,7659755,7573494,8972280
2021-11-01T21:15,7814920,6992201,7303755,6778421,6660247,7228789,9433426,6878829,6720716,7476720,7197395,6734584,9871203,8026213,6682018,10051482,7525404,7380699,7150762,6738657,8267791,7896606,6252296,5899894,4891265,8907907,6957199,7168249,8318106,8349192,5714226,8224618,7425968,7259427,7749557
2021-11-01T21:20,7886294,7517642,8255081,8155250,6427808,5049163,6413781,6362337,6867208,6563169,6850281,6633213,7142154,7741765,6698824,7985148,8731261,7955909,7766431,7903286,8648242,7926069,8117816,8123348,7931601,6409351,8777829,7692652,8706379,6991920,7915147,8033512,8139064,7491100,7315482
2021-11-01T21:25,9267213,8110756,6900255,7260452,7293441,6616934,8725589,7363060,8052185,7368353,7419697,7245083,7656687,8229306,6762864,5289566,6316759,6738602,8914908,8284063,6699232,7158634,7524344,7107092,8629690,7002511,7600790,9207405,7581607,6416351,8714262,6676013,6549570,6075830,7617838
2021-11-01T21:30,7051167,7288670,6909705,9279816,6864863,6369807,9116895,6646983,7160232,5575060,7005685,9430765,9790051,4994813,8320114,5711342,6051051,7931141,6010801,7116241,6539073,8356486,7694077,8122590,7655173,7682902,6668842,7629853,8062930,8693973,7669493,6274044,7850989,9741922,8980521
2021-11-01T21:35,6604084,6352418,7470006,6588595,6836049,7273604,6741123,5999538,5967103,7317204,7686265,6670637,5735487,7511978,7464122,7807234,7959219,6724434,7256384,6972631,4919174,6762489,8078933,8144064,8291972,7769054,8472939,8241119,6418707,8338938,5097247,6834322,7123910,10073614,6608013
2021-11-01T21:40,8028922,7859951,8468615,6861338,8166326,6583917,9327453,7143575,4967298,8495859,5656438,7102828,7060779,8303330,8081750,7373290,7274068,7543795,8232906,6824671,6369683,7152752,7439490,7883369,7763719,6229865,7683647,7921368,6385190,7506978,7151127,6724928,9099669,7383753,7312328
2021-11-01T21:45,5981422,5542952,8616870,8956220,8665656,5186994,6747097,8584479,7707491,9295132,7895962,9647297,6041614,7045244,6445148,8711193,5594806,8593382,7454834,7442041,8336817,7302360,6566487,6652193,6709388,6932493,7310350,7100266,8266844,6208670,5779826,7000136,7433145,7769952,10782237
2021-11-01T21:50,8865413,6829152,8385019,8704742,7952856,6618172,6888496,7281590,6335870,8220318,9029366,6781978,7347647,7469588,7792743,8717290,8452287,9453419,8908446,7378061,6867804,6294686,8217184,8632974,7064888,8295261,8107685,6637126,5772779,7115063,8222135,6554400,6000689,7711209,7229050
2021-11-01T21:55,8594071,7112299,8219173,6780945,7067977,8473453,7256903,7511335,9735955,8108228,7667533,7988105,8212574,8091539,6180093,7953356,7313831,7119000,6261009,9113223,7702770,7574685,8376054,7560371,8470465,8863372,7544617,6362387,7723357,7799801,6971430,7906650,6443278,7125293,7293796
2021-11-01T22:00,6305889,9174265,7091884,7673911,7218080,8890981,6042380,5252888,6579807,7177729,7070931,7009074,8522262,7455295,5668205,7853545,7773499,9065401,6789837,7648743,9388368,7275189,7814285,5908277,5106573,6550150,6810480,8573626,5009531,8135027,6698767,9776043,6333846,6966416,7521896
2021-11-01T22:05,5298300,8173265,8293900,7618096,7882373,6522363,7144330,7682278,8532450,8404764,7717864,7953702,8029137,8208633,7327162,7398941,9853789,8160164,7664052,7455413,8185857,7638031,8109625,7057558,8295054,8302946,8290210,7576187,8525318,6577435,8407912,5948063,7331095,7023495,6742591
2021-11-01T22:10,9077864,8007956,8181077,6698805,5327282,8603281,6720798,8659699,7712861,8824567,7727304,7961528,7091296,6896752,8260586,6173939,7780617,7091318,6094922,6509497,5304960,6490987,7715944,6502538,7861360,7897746,6486343,6680220,6353559,6884278,7465442,7024817,7985282,5547451,6912528
2021-11-01T22:15,7582808,8806511,7783493,6584890,7026015,7495434,8163985,5726038,7576514,6657789,7121566,4742338,9461195,6679375,8305258,7152335,8287060,10203370,7074001,7297141,7311036,6865528,7545584,8922627,8704597,6659831,8507172,9450667,6521253,7662961,7397011,6619207,7438713,6000982,6495591
2021-11-01T22:20,7304481,7560975,9177718,8359124,6189787,7193596,5690863,7367619,6972201,7010951,7424256,7355200,6613602,8693158,7786155,8189552,8193510,8952879,7601882,6263647,8242375,6229267,7205612,6964584,8465727,5883545,6625493,6993197,8749634,7411096,7613040,8473815,8699799,8348957,6977220
2021-11-01T22:25,6222234,7248741,6161684,8015391,8800958,6176236,7970290,6657693,7690218,8202093,7815317,8000178,7004109,7746297,7065275,5898593,6895648,7962780,8296313,7978438,8053927,8716535,7223801,5788220,6112098,6095427,6225666,7984742,7624711,8646421,6996808,7226627,5985479,7103355,8382140
2021-11-01T22:30,8094959,8489812,5484362,6651689,5918614,5405304,8242896,8153506,8017228,7488043,9775572,6694208,7007359,8150308,8528330,8707907,7631012,8705594,5958470,6278067,8654202,8089859,6582782,10776336,6048252,5946241,4375959,7547366,5785485,8433350,8376617,6768429,7189172,6400033,8143737
2021-11-01T22:35,8122396,7879275,7716461,7783044,5840697,7379274,8734813,5773524,8084847,9374519,8074315,8692810,8504616,6255790,7377753,7117619,6528607,7798288,7570079,6665785,7234858,6667713,7753765,7547444,7797336,7711746,8858807,7231536,7484340,6091743,6811105,7688800,7876628,8052677,5594252
2021-11-01T22:40,6875579,7628083,7719415,6556468,6925242,8329620,6730667,7931495,7593777,7623128,8157023,7600659,6774124,6901097,7417132,6952765,6257776,8250843,6148282,7350738,7041455,6591750,6635416,7645641,6908431,8239408,6548844,6589861,8109051,7303003,8197756,7708232,6921964,5648846,5555990
